year,month,day,country,region,state,city,attack_type,weapon_type,target_type,number_of_kills,number_of_wounded,property_damaged,lof_score,is_outlier
1997,6,9,Guatemala,Central America & Caribbean,Guatemala,G.C.,Hijacking,Firearms,Business,0.0,1.0,0,815023489.4570925,True
1997,6,20,Mexico,North America,Federal,Mexico City,Unknown,Unknown,Government (General),0.0,1.0,0,1325602472.7092946,True
1997,6,22,Albania,Eastern Europe,Puke,Luf,Unknown,Unknown,Private Citizens & Property,1.0,0.0,0,377568556.70749414,True
1997,6,26,Albania,Eastern Europe,Lushnje,Lushnje,Assassination,Firearms,Government (General),0.0,9.0,1,421358021.06701577,True
1997,7,4,Uganda,Sub-Saharan Africa,Western,Kijura,Unknown,Unknown,Military,3.0,3.0,1,355415531.89205533,True
1997,7,8,Dominican Republic,Central America & Caribbean,National,Santo Domingo,Unknown,Unknown,Police,0.0,3.0,1,422249853.14776576,True
1997,7,10,Spain,Western Europe,Basque Country,Ermua,Hostage Taking (Kidnapping),Firearms,Government (General),1.0,0.0,0,638747417.729965,True
1997,7,13,Russia,Eastern Europe,Chechnya,Grozny,Hijacking,Firearms,Government (General),0.0,0.0,0,1994319222.6271462,True
1997,7,15,Mexico,North America,Baja California,Tijuana,Hostage Taking (Kidnapping),Firearms,Tourists,2.0,0.0,0,691760521.1733829,True
1997,7,20,Mexico,North America,State of Mexico,Netzahualcoyotl,Assassination,Firearms,Private Citizens & Property,2.0,0.0,0,431397146.5577391,True
1997,7,30,Russia,Eastern Europe,Moscow,Moscow,Assassination,Firearms,Business,2.0,0.0,0,300139704.6979133,True
1997,8,1,Mexico,North America,Aguascalientes,Aguascalientes,Unknown,Unknown,Private Citizens & Property,1.0,0.0,1,1325602472.7092946,True
1997,8,5,Pakistan,South Asia,Sindh,Karachi,Unarmed Assault,Melee,Private Citizens & Property,2.0,0.0,0,213185596.23931023,True
1997,8,20,Burundi,Sub-Saharan Africa,Kayanza,Nyamitanga,Unknown,Unknown,Private Citizens & Property,5.0,2.0,1,327563522.34942234,True
1997,8,23,Tajikistan,Central Asia,Districts of Republican Subordination,Childara,Facility/Infrastructure Attack,Firearms,Government (Diplomatic),0.0,0.0,1,2654344654.489018,True
1997,9,8,Colombia,South America,Antioquia,Mutata,Hostage Taking (Barricade Incident),Unknown,Private Citizens & Property,4.0,0.0,1,3027662756.447535,True
1997,9,10,Burundi,Sub-Saharan Africa,Bujumbura Mairie,Rutegama,Unknown,Unknown,Private Citizens & Property,5.0,2.0,1,327563522.34942234,True
1997,9,15,Mexico,North America,Federal,Mexico City,Unknown,Unknown,Journalists & Media,0.0,0.0,0,1325602472.7092946,True
1997,9,17,Mexico,North America,Federal,Mexico City,Unknown,Unknown,Journalists & Media,0.0,0.0,0,1325602472.7092946,True
1997,9,21,Mexico,North America,Chiapas,Los Altos de Chiapas,Hostage Taking (Kidnapping),Firearms,Private Citizens & Property,2.0,0.0,1,691760521.1733829,True
1997,11,4,Mexico,North America,Guerrero,Unknown,Assassination,Firearms,Police,3.0,0.0,0,343601297.75184,True
1997,11,6,Guatemala,Central America & Caribbean,Chimaltenango,Unknown,Unknown,Unknown,Military,1.0,2.0,1,274007686.2868743,True
1997,11,14,Mexico,North America,Baja California,Tijuana,Armed Assault,Firearms,Police,2.0,0.0,1,298931268.35557884,True
1997,11,19,Paraguay,South America,Asuncion,Asuncion,Facility/Infrastructure Attack,Melee,Government (General),0.0,3.0,1,230318102.44261235,True
1997,11,23,Peru,South America,San Martin,Tocache,Armed Assault,Firearms,Military,7.0,7.0,1,246481237.6505958,True
1997,12,1,Mexico,North America,Morelos,Cuernavaca,Hostage Taking (Kidnapping),Firearms,Business,3.0,0.0,0,789308461.2840484,True
1997,12,9,Mexico,North America,Guerrero,Acapulco,Hostage Taking (Kidnapping),Firearms,Business,1.0,1.0,0,540780910.6022131,True
1997,12,10,Russia,Eastern Europe,Chechnya,Grozny,Hijacking,Explosives,Airports & Aircraft,0.0,0.0,0,1994319222.6271462,True
1997,12,15,Mexico,North America,Jalisco,San Juan de Ocotan,Hostage Taking (Kidnapping),Firearms,Private Citizens & Property,1.0,7.0,0,628584364.0621995,True
1997,12,19,Russia,Eastern Europe,Moscow,Moscow,Hostage Taking (Kidnapping),Explosives,Government (Diplomatic),2.0,0.0,0,299855090.134044,True
1997,12,30,United States,North America,Illinois,Oakwood,Bombing/Explosion,Explosives,Religious Figures/Institutions,1.0,0.0,1,268637832.97737485,True
1998,4,9,Colombia,South America,Meta,Villavicencio,Unarmed Assault,Chemical,Religious Figures/Institutions,2.0,0.0,0,1271315066.7013986,True
1998,4,9,Colombia,South America,Cundinamarca,Sibate,Unarmed Assault,Chemical,Religious Figures/Institutions,0.0,2.0,0,368508962.4925955,True
1998,11,1,Australia,Australasia & Oceania,New South Wales (State),Lakemba,Armed Assault,Firearms,Police,0.0,0.0,1,1990309988.3406322,True
1998,11,3,Angola,Sub-Saharan Africa,Uige,Quimussandi,Armed Assault,Firearms,Military,8.0,4.0,1,421059509.9657787,True
1999,3,5,Russia,Eastern Europe,Chechnya,Grozny,Hostage Taking (Kidnapping),Firearms,Military,1.0,0.0,0,294187729.6257213,True
1999,6,3,Peru,South America,Ayacucho,Ayacucho,Armed Assault,Firearms,Private Citizens & Property,6.0,3.0,0,524101635.10305166,True
1999,6,6,Yugoslavia,Eastern Europe,Kosovo (Province),Besinje,Unknown,Unknown,Transportation,0.0,5.0,0,211421246.8486926,True
1999,6,12,Solomon Islands,Australasia & Oceania,Guandacanal,Weather Coast,Armed Assault,Firearms,Private Citizens & Property,2.0,0.0,0,1770884068.764836,True
1999,6,13,United Kingdom,Western Europe,Northern Ireland,Newry,Hostage Taking (Kidnapping),Firearms,Private Citizens & Property,1.0,0.0,0,638747417.729965,True
1999,6,13,Peru,South America,Amazonas,Azul de Magdalena,Armed Assault,Firearms,Private Citizens & Property,8.0,0.0,0,257626521.117627,True
1999,6,13,Kosovo,Eastern Europe,Kosovo (Province),Pristina,Unknown,Unknown,Military,3.0,0.0,0,500660410.1881863,True
1999,7,17,Colombia,South America,Bogota,Bogota,Armed Assault,Firearms,Military,5.0,2.0,1,225199921.92464358,True
1999,8,2,India,South Asia,Kerala,Unknown,Unarmed Assault,Chemical,Religious Figures/Institutions,2.0,0.0,0,213185596.23931023,True
1999,10,8,Nigeria,Sub-Saharan Africa,Unknown,Unknown,Facility/Infrastructure Attack,Firearms,Business,0.0,8.0,1,200793003.46300817,True
1999,10,18,Turkey,Middle East & North Africa,Diyarbakir,Bademli,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,1.0,0.0,1,332526904.62804246,True
1999,12,24,Nepal,South Asia,Central,Kathmandu,Hijacking,Explosives,Airports & Aircraft,1.0,0.0,0,643156508.9216053,True
2000,1,4,Armenia,Central Asia,Yerevan (Special Administrative Region),Yerevan,Facility/Infrastructure Attack,Incendiary,Journalists & Media,0.0,0.0,1,2654344654.489018,True
2000,1,15,Thailand,Southeast Asia,Unknown,Ban Lard (District),Assassination,Firearms,Private Citizens & Property,1.0,4.0,0,234924464.5112049,True
2000,3,2,Algeria,Middle East & North Africa,Blida (Province),Larbaa,Armed Assault,Explosives,Private Citizens & Property,10.0,3.0,1,218954650.46197686,True
2000,4,1,Algeria,Middle East & North Africa,Sidi Bel Abbes (Province),Amelza,Unknown,Unknown,Police,5.0,1.0,0,194490841.78775868,True
2000,5,19,Paraguay,South America,Asuncion,Asuncion,Facility/Infrastructure Attack,Explosives,Government (General),0.0,3.0,1,230318102.44261235,True
2000,6,25,Algeria,Middle East & North Africa,Unknown,Bougara,Facility/Infrastructure Attack,Incendiary,Business,1.0,0.0,1,332526904.62804246,True
2000,7,8,Burundi,Sub-Saharan Africa,Bujumbura Mairie,Ruziba,Unknown,Unknown,Private Citizens & Property,2.0,2.0,0,208821746.04296684,True
2000,7,23,Kosovo,Eastern Europe,Pec,Istok,Hostage Taking (Kidnapping),Incendiary,Government (General),1.0,0.0,0,294187729.6257213,True
2000,8,20,Spain,Western Europe,Aragon,Sallent de Gallego,Bombing/Explosion,Explosives,Police,2.0,0.0,1,342120957.7235142,True
2000,11,24,India,South Asia,Jammu and Kashmir,Kishtwar,Hostage Taking (Kidnapping),Firearms,Private Citizens & Property,5.0,0.0,0,426438140.40218735,True
2001,1,0,Colombia,South America,Santander,Barrancabermeja,Armed Assault,Firearms,Private Citizens & Property,8.0,0.0,0,257626521.117627,True
2001,1,10,Algeria,Middle East & North Africa,Laghouat,Laghouat,Unknown,Unknown,Private Citizens & Property,4.0,3.0,0,405374986.1426166,True
2001,1,23,Yemen,Middle East & North Africa,Amanat Al Asimah,Sanaa,Hijacking,Firearms,Airports & Aircraft,0.0,2.0,0,276381722.24671924,True
2001,2,10,Vietnam,Southeast Asia,Dak Lak (Province),Unknown,Unarmed Assault,Chemical,Educational Institution,0.0,0.0,0,2211953878.907542,True
2001,2,12,Colombia,South America,Norte de Santander,Cucuta,Assassination,Firearms,Educational Institution,1.0,3.0,1,239530826.11324015,True
2001,2,14,Vietnam,Southeast Asia,Dak Lak (Province),Unknown,Unarmed Assault,Chemical,Educational Institution,0.0,0.0,0,2211953878.907542,True
2001,2,22,Spain,Western Europe,Basque Country,Donostia-San Sebastian,Assassination,Explosives,Government (General),2.0,5.0,1,465213318.9322734,True
2001,2,23,Vietnam,Southeast Asia,Dak Lak (Province),Unknown,Unarmed Assault,Chemical,Educational Institution,0.0,0.0,0,2211953878.907542,True
2001,3,10,Vietnam,Southeast Asia,Dak Lak (Province),Unknown,Unarmed Assault,Chemical,Educational Institution,0.0,0.0,0,2211953878.907542,True
2001,3,17,Yugoslavia,Eastern Europe,Pcinja (District),Bujic,Unknown,Unknown,Police,1.0,0.0,0,377568556.70749414,True
2001,8,9,Macedonia,Eastern Europe,Jegunovce (Municipality),Ratae,Unknown,Unknown,Police,1.0,0.0,0,377568556.70749414,True
2001,8,18,Colombia,South America,Atlantico,Puerto Colombia district,Unarmed Assault,Melee,Private Citizens & Property,1.0,0.0,0,804821746.0578922,True
2001,8,20,Georgia,Central Asia,Abkhazia,Kodori Gorge,Facility/Infrastructure Attack,Firearms,Private Citizens & Property,1.0,2.0,1,1339033360.970827,True
2001,8,26,Algeria,Middle East & North Africa,Mascara (Province),El Houala,Armed Assault,Firearms,Private Citizens & Property,7.0,2.0,0,207286291.8488279,True
2001,8,30,Colombia,South America,Boyaca,Sativanorte,Facility/Infrastructure Attack,Firearms,Police,1.0,0.0,1,387931336.85429037,True
2001,9,3,Colombia,South America,Huila,San Adolfo,Unarmed Assault,Chemical,Police,4.0,6.0,0,1663228738.391859,True
2001,9,23,Australia,Australasia & Oceania,Queensland (State),Brisbane,Facility/Infrastructure Attack,Incendiary,Religious Figures/Institutions,0.0,0.0,1,666857083.374963,True
2001,9,26,Fiji,Australasia & Oceania,Ba (Province),Lautoka,Facility/Infrastructure Attack,Incendiary,Religious Figures/Institutions,0.0,0.0,1,666857083.374963,True
2001,11,27,Nepal,South Asia,Far-Western,Gokuleshwor,Hostage Taking (Kidnapping),Unknown,Police,4.0,6.0,1,490442979.2150351,True
2001,12,0,New Zealand,Australasia & Oceania,Greater Wellington (Region),Wellington,Facility/Infrastructure Attack,Chemical,Government (Diplomatic),0.0,0.0,0,666857083.374963,True
2002,1,5,United States,North America,Florida,Tampa,Hijacking,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Business,1.0,0.0,1,2032729318.3201,True
2002,8,22,Solomon Islands,Australasia & Oceania,Guandacanal,Weather Coast,Assassination,Firearms,Government (General),1.0,0.0,0,2651347150.2547464,True
2002,11,16,Philippines,Southeast Asia,Lanao del Norte,Magsaysay,Facility/Infrastructure Attack,Firearms,Private Citizens & Property,1.0,0.0,1,596773775.4208741,True
2003,1,7,Algeria,Middle East & North Africa,Chlef (Province),Ouardiche,Unknown,Unknown,Private Citizens & Property,5.0,1.0,0,194490841.78775868,True
2003,1,20,Colombia,South America,Bolivar,Zambrano,Armed Assault,Firearms,Police,7.0,2.0,1,348036242.4356703,True
2003,1,31,Georgia,Central Asia,Unknown,Tsalennijikha,Facility/Infrastructure Attack,Firearms,Utilities,0.0,0.0,1,2654344654.489018,True
2003,2,1,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Firearms,Terrorists/Non-State Militia,2.0,2.0,1,265121726.2389823,True
2003,2,8,Pakistan,South Asia,Balochistan,Quetta,Hostage Taking (Kidnapping),Firearms,Business,4.0,2.0,1,368508962.4925955,True
2003,2,10,Solomon Islands,Australasia & Oceania,Malaita (Province),Auki,Assassination,Firearms,Police,1.0,0.0,1,2651347150.2547464,True
2003,3,22,Russia,Eastern Europe,Chechnya (Republic),Yalkhoy-Mokhk,Facility/Infrastructure Attack,Incendiary,Government (General),0.0,2.0,1,284058992.2865596,True
2003,5,1,Burundi,Sub-Saharan Africa,Bubanza,Gahongore,Unknown,Unknown,Utilities,6.0,0.0,1,348205058.4184311,True
2004,1,7,Colombia,South America,Caldas,Arboleda,Armed Assault,Firearms,Private Citizens & Property,8.0,0.0,0,257626521.117627,True
2004,1,8,Nigeria,Sub-Saharan Africa,Rivers,Port Harcourt,Armed Assault,Firearms,Private Citizens & Property,8.0,2.0,1,343941698.37116826,True
2004,1,14,India,South Asia,Bihar,Mirzapur,Hostage Taking (Kidnapping),Firearms,Terrorists/Non-State Militia,4.0,2.0,0,368508962.4925955,True
2004,3,17,Algeria,Middle East & North Africa,Medea (Province),Medea,Armed Assault,Firearms,Private Citizens & Property,7.0,2.0,0,207286291.8488279,True
2004,8,13,Georgia,Central Asia,South Ossetia (Republic),Eredvi,Assassination,Firearms,Government (General),0.0,0.0,0,220300925.7294498,True
2005,1,8,Burundi,Sub-Saharan Africa,Bujumbura Rural,Gatumba,Unknown,Unknown,Military,3.0,3.0,0,355415531.89205533,True
2005,5,5,Iraq,Middle East & North Africa,Baghdad,Baghdad,Armed Assault,Firearms,Police,10.0,2.0,1,247719914.02144068,True
2005,5,13,Uzbekistan,Central Asia,Tashkent (Province),Tashkent,Unknown,Fake Weapons,Government (Diplomatic),1.0,0.0,0,458048023.8956547,True
2005,7,6,Mexico,North America,Acapulco,Acapulco,Assassination,Firearms,Government (General),2.0,0.0,0,431397146.5577391,True
2005,9,21,Thailand,Southeast Asia,Narathiwat (Province),Tanyonglimo,Hostage Taking (Kidnapping),Melee,Military,2.0,0.0,1,216158464.83002934,True
2006,1,29,Kyrgyzstan,Central Asia,Bishkek,Bishkek,Facility/Infrastructure Attack,Incendiary,Journalists & Media,0.0,0.0,0,2654344654.489018,True
2006,4,12,Kyrgyzstan,Central Asia,Bishkek (Province),Bishkek,Assassination,Firearms,Private Citizens & Property,0.0,0.0,0,220300925.7294498,True
2006,8,28,Philippines,Southeast Asia,North Cotabato,Palomugin,Hostage Taking (Kidnapping),Firearms,Private Citizens & Property,1.0,2.0,0,291736262.2752744,True
2006,9,1,Turkey,Middle East & North Africa,Unknown,Unknown,Armed Assault,Firearms,Military,7.0,2.0,1,207286291.8488279,True
2006,10,8,Afghanistan,South Asia,Kandahar,Dand,Hostage Taking (Kidnapping),Unknown,Private Citizens & Property,4.0,8.0,1,523114590.30645865,True
2006,11,24,Indonesia,Southeast Asia,Aceh (Province),Pidie,Unarmed Assault,Melee,Private Citizens & Property,0.0,1.0,0,2211953878.907542,True
2007,6,3,Indonesia,Southeast Asia,West Java (Province),Soreang,Unarmed Assault,Melee,Religious Figures/Institutions,0.0,1.0,1,2211953878.907542,True
2007,7,14,Mexico,North America,Nuevo Leon (State),Guadalupe,Assassination,Firearms,Police,1.0,3.0,0,614181603.4876592,True
2007,8,21,Iraq,Middle East & North Africa,Baghdad,Baghdad,Armed Assault,Firearms,Private Citizens & Property,7.0,2.0,0,207286291.8488279,True
2007,8,24,France,Western Europe,Aquitaine,Messanges,Hostage Taking (Kidnapping),Unknown,Private Citizens & Property,0.0,3.0,0,458588931.21745217,True
2007,11,4,Russia,Eastern Europe,Ingushetia,Yandare,Facility/Infrastructure Attack,Firearms,Business,3.0,1.0,0,1370213796.277284,True
2008,5,5,China,East Asia,Shanghai,Shanghai,Facility/Infrastructure Attack,Incendiary,Transportation,3.0,12.0,1,3094363885.190427,True
2008,6,3,Philippines,Southeast Asia,Davao Oriental,Baganga,Hostage Taking (Kidnapping),Firearms,Police,2.0,0.0,0,216158464.83002934,True
2008,6,12,Iraq,Middle East & North Africa,Saladin,Ishaqi,Unknown,Unknown,Terrorists/Non-State Militia,4.0,3.0,0,405374986.1426166,True
2008,6,29,Afghanistan,South Asia,Ghazni,Gelan district,Hostage Taking (Kidnapping),Firearms,Police,5.0,0.0,1,426438140.40218735,True
2008,7,16,Russia,Eastern Europe,Chechnya,Musolt-Aul,Facility/Infrastructure Attack,Incendiary,Police,1.0,3.0,1,620610944.7048545,True
2008,8,12,Philippines,Southeast Asia,North Cotabato,Takipan,Hostage Taking (Kidnapping),Firearms,Private Citizens & Property,2.0,0.0,0,216158464.83002934,True
2008,11,0,India,South Asia,Gujarat,Porbandar,Hijacking,Melee,Maritime,1.0,0.0,1,643156508.9216053,True
2008,11,18,Russia,Eastern Europe,Dagestan,Makhachkala,Assassination,Explosives,Religious Figures/Institutions,0.0,3.0,0,246184460.06913662,True
2008,12,10,Australia,Australasia & Oceania,Western Australia,Joondalup,Facility/Infrastructure Attack,Incendiary,Police,0.0,0.0,1,666857083.374963,True
2009,1,11,Democratic Republic of the Congo,Sub-Saharan Africa,Orientale,Sambia,Unknown,Unknown,Private Citizens & Property,6.0,0.0,1,348205058.4184311,True
2009,2,14,Philippines,Southeast Asia,Davao Oriental,Banay-Banay,Hijacking,Incendiary,Transportation,0.0,0.0,1,1110900232.9050977,True
2009,2,24,Hungary,Eastern Europe,Pest,Tatarszentgyorgy,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,2.0,0.0,1,1421441237.5595233,True
2009,2,28,Russia,Eastern Europe,Ingushetia,Ordzhonikidzevskaya,Assassination,Firearms,Police,0.0,3.0,1,246184460.06913662,True
2009,3,3,Russia,Eastern Europe,Ingushetia,Nazran,Hostage Taking (Kidnapping),Firearms,Government (General),1.0,0.0,1,294187729.6257213,True
2009,3,24,Russia,Eastern Europe,Chechnya,Neftyanka,Hostage Taking (Kidnapping),Firearms,Police,1.0,0.0,1,294187729.6257213,True
2009,3,30,United Kingdom,Western Europe,Northern Ireland,Belfast,Hijacking,Firearms,Private Citizens & Property,0.0,1.0,1,204727201.82921967,True
2009,6,25,Mexico,North America,Sonora,Benito Juarez,Assassination,Firearms,Government (General),2.0,3.0,1,390166601.06606483,True
2009,7,9,Philippines,Southeast Asia,Iloilo,Igbaras,Hijacking,Explosives,Business,0.0,0.0,1,1110900232.9050977,True
2009,7,15,Russia,Eastern Europe,Chechnya,Grozny/Groznenskiy,Hostage Taking (Kidnapping),Unknown,Private Citizens & Property,1.0,0.0,1,294187729.6257213,True
2009,7,20,Colombia,South America,Arauca,Tame,Facility/Infrastructure Attack,Firearms,Private Citizens & Property,1.0,0.0,1,387931336.85429037,True
2009,7,30,Spain,Western Europe,Balearic Islands,Calvia,Bombing/Explosion,Explosives,Police,2.0,0.0,1,342120957.7235142,True
2009,8,10,Russia,Eastern Europe,Chechnya,Grozny/Groznenskiy,Hostage Taking (Kidnapping),Firearms,Private Citizens & Property,2.0,0.0,1,299855090.134044,True
2009,8,12,Somalia,Sub-Saharan Africa,Mudug,Galkayo,Armed Assault,Firearms,Private Citizens & Property,8.0,2.0,0,343941698.37116826,True
2009,8,20,Afghanistan,South Asia,Kandahar,Kandahar,Unarmed Assault,Melee,Private Citizens & Property,2.0,0.0,1,213185596.23931023,True
2009,9,16,India,South Asia,Jharkhand,Itki,Unarmed Assault,Melee,Violent Political Party,2.0,0.0,0,213185596.23931023,True
2009,10,14,Sudan,Sub-Saharan Africa,West Equatoria,Yambio,Facility/Infrastructure Attack,Unknown,Private Citizens & Property,2.0,0.0,1,556613821.1369431,True
2009,10,22,Algeria,Middle East & North Africa,Tizi Ouzou Province,Maatkas,Armed Assault,Firearms,Police,7.0,2.0,1,207286291.8488279,True
2009,11,6,Democratic Republic of the Congo,Sub-Saharan Africa,North Kivu,Lubero,Facility/Infrastructure Attack,Unknown,Private Citizens & Property,2.0,0.0,1,556613821.1369431,True
2010,2,18,United States,North America,Texas,Austin,Facility/Infrastructure Attack,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Government (General),2.0,15.0,1,1123733564.919084,True
2010,5,20,Philippines,Southeast Asia,Camarines Sur,Santo Nino,Facility/Infrastructure Attack,Incendiary,Business,2.0,0.0,1,767435028.401679,True
2010,5,23,Afghanistan,South Asia,Khost,Dwahmande,Hostage Taking (Kidnapping),Firearms,Private Citizens & Property,5.0,0.0,0,426438140.40218735,True
2010,6,13,Afghanistan,South Asia,Baghlan,Dahana-i-Ghuri,Unarmed Assault,Melee,Private Citizens & Property,1.0,0.0,0,402410873.50666994,True
2010,7,29,Russia,Eastern Europe,Russian Republic,Mineralnye Vody,Hijacking,Fake Weapons,Airports & Aircraft,0.0,0.0,0,1994319222.6271462,True
2010,8,9,Russia,Eastern Europe,Kabardino Balkariya,Zolskiy,Assassination,Firearms,Police,2.0,0.0,0,300139704.6979133,True
2010,8,25,Afghanistan,South Asia,Herat,Adraskan,Hostage Taking (Kidnapping),Firearms,Private Citizens & Property,5.0,0.0,0,426438140.40218735,True
2010,8,30,India,South Asia,Jharkhand,Ulung,Unarmed Assault,Melee,Private Citizens & Property,1.0,0.0,0,402410873.50666994,True
2010,9,11,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,Hijacking,Explosives,Maritime,0.0,2.0,0,291736262.2752744,True
